"fixed.acidity";"volatile.acidity";"residual.sugar";"chlorides";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality";"pred.qual"
8;0,3;1,6;0,081;29;0,99588;3,3;0,78;10,8;"good";0,996424944940765
6,2;0,7;5,1;0,076;27;0,99622;3,54;0,6;11,9;"good";0,995465989694083
6,8;0,67;1,8;0,118;20;0,9954;3,42;0,67;11,3;"good";0,995989056192274
6,2;0,56;1,7;0,053;32;0,99402;3,54;0,6;11,3;"normal";0,995989056192274
7,4;0,35;2,4;0,068;26;0,9947;3,36;0,6;11,9;"good";0,995465989694083
6,2;0,56;1,7;0,053;32;0,99402;3,54;0,6;11,3;"normal";0,995989056192274
6,1;0,715;2,6;0,053;27;0,99362;3,57;0,5;11,9;"normal";0,995465989694083
6,2;0,46;2,1;0,074;98;0,99578;3,33;0,62;9,8;"normal";0,997296722437749
6,7;0,32;2,4;0,061;34;0,99484;3,29;0,8;11,6;"good";0,995727522943178
7,2;0,39;2,6;0,066;48;0,99494;3,3;0,84;11,5;"good";0,995814700692877
7,5;0,31;2,4;0,065;60;0,99492;3,34;0,85;11,4;"good";0,995901878442575
5,8;0,61;1,8;0,066;28;0,99483;3,55;0,66;10,9;"good";0,996337767191067
7,2;0,66;2,5;0,068;102;0,99414;3,27;0,78;12,8;"good";0,994681389946798
6,6;0,725;7,8;0,073;79;0,9977;3,29;0,54;9,2;"normal";0,997819788935939
6,3;0,55;1,8;0,077;35;0,99314;3,32;0,82;11,6;"good";0,995727522943178
5,4;0,74;1,7;0,089;26;0,99402;3,67;0,56;11,6;"good";0,995727522943178
6,3;0,51;2,3;0,076;40;0,99574;3,42;0,75;11;"good";0,996250589441369
6,8;0,62;1,9;0,068;38;0,99651;3,42;0,82;9,5;"good";0,997558255686844
6,2;0,6;2;0,09;44;0,9949;3,45;0,58;10,5;"normal";0,99668647818986
5,9;0,55;2,2;0,062;51;0,99512;3,52;0,76;11,2;"good";0,996076233941972
6,3;0,51;2,3;0,076;40;0,99574;3,42;0,75;11;"good";0,996250589441369
5,9;0,645;2;0,075;44;0,99547;3,57;0,71;10,2;"normal";0,996948011438956
6;0,31;3,6;0,067;42;0,99549;3,39;0,66;11;"good";0,996250589441369
